StockCode,model,smoothing_level_alpha,initial_level,sse,aic,n_train_weeks,train_start,train_end,converged,mae_naive,mae_mean,mae_hw,beats_naive,product,ABC,XYZ,class
22652,SimpleExponentialSmoothing,0.4594,0.0,1092363.3,875.5,93,2009-11-30,2011-09-05,True,153.23076923076923,102.96526054590572,124.78619559996356,True,TRAVEL SEWING KIT,A,Y,AY
21533,SimpleExponentialSmoothing,0.0,34.05,52958.7,594.1,93,2009-11-30,2011-09-05,True,8.384615384615385,18.96856906534326,18.968574456198496,False,RETRO SPOT LARGE MILK JUG,A,X,AX
21164,SimpleExponentialSmoothing,0.0662,97.93,522467.6,806.9,93,2009-11-30,2011-09-05,True,11.538461538461538,40.65756823821339,18.607232788534485,False,HOME SWEET HOME METAL SIGN,A,Y,AY
72760B,SimpleExponentialSmoothing,0.2644,26.23,33570.3,551.7,93,2009-11-30,2011-09-05,True,4.6923076923076925,10.909842845326711,2.8281087601107986,True,VINTAGE CREAM 3 BASKET CAKE STAND,A,Y,AY
22993,SimpleExponentialSmoothing,0.3518,0.0,881420.7,855.6,93,2009-11-30,2011-09-05,True,94.23076923076924,235.04880066170384,98.9653119498644,False,SET OF 4 PANTRY JELLY MOULDS,A,Y,AY
22837,SimpleExponentialSmoothing,0.7293,0.0,490883.6,801.1,93,2009-11-30,2011-09-05,True,0.6923076923076923,37.28618693134823,0.7060401505101687,False,HOT WATER BOTTLE BABUSHKA,A,Z,AZ
22487,SimpleExponentialSmoothing,0.606,0.0,9318.6,432.5,93,2009-11-30,2011-09-05,True,6.846153846153846,4.736145574855252,6.891621403366033,False,WHITE WOOD GARDEN PLANT LADDER,A,Y,AY
21155,SimpleExponentialSmoothing,0.0,64.95,532080.7,808.6,93,2009-11-30,2011-09-05,True,25.692307692307693,21.50124069478908,21.501249964250785,True,RED RETROSPOT PEG BAG,A,Y,AY
23301,SimpleExponentialSmoothing,0.563,0.0,245848.6,736.8,93,2009-11-30,2011-09-05,True,306.84615384615387,381.3622828784119,306.3081912421002,True,GARDENERS KNEELING PAD KEEP CALM,A,Z,AZ
22191,SimpleExponentialSmoothing,0.081,11.0,132257.0,679.2,93,2009-11-30,2011-09-05,True,8.461538461538462,9.377171215880894,16.24724776246763,False,IVORY DINER WALL CLOCK,A,Z,AZ
22662,SimpleExponentialSmoothing,0.3147,0.0,726435.1,837.6,93,2009-11-30,2011-09-05,True,99.07692307692308,41.36393713813069,75.8295565775661,True,LUNCH BAG DOLLY GIRL DESIGN,A,Y,AY
35004C,SimpleExponentialSmoothing,0.3174,82.17,148365.5,689.9,93,2009-11-30,2011-09-05,True,0.0,32.967741935483886,0.0001730308946362,False,SET OF 3 COLOURED  FLYING DUCKS,A,Z,AZ
22296,SimpleExponentialSmoothing,0.277,120.29,619867.0,822.8,93,2009-11-30,2011-09-05,True,47.69230769230769,65.79818031430933,39.76417592749771,True,HEART IVORY TRELLIS LARGE,A,Y,AY
22193,SimpleExponentialSmoothing,0.1506,15.09,21320.6,509.4,93,2009-11-30,2011-09-05,True,22.153846153846157,32.255583126550874,22.713198401243567,False,RED DINER WALL CLOCK,A,Y,AY
22634,SimpleExponentialSmoothing,0.2097,0.12,30064.1,541.4,93,2009-11-30,2011-09-05,True,14.076923076923077,7.286186931348221,8.022745671481632,True,CHILDS BREAKFAST SET SPACEBOY,A,Y,AY
21877,SimpleExponentialSmoothing,0.0,136.73,3385828.3,980.7,93,2009-11-30,2011-09-05,True,115.92307692307692,113.66004962779158,113.659772047535,True,HOME SWEET HOME MUG,A,Y,AY
22692,SimpleExponentialSmoothing,0.1515,0.23,46389.2,581.7,93,2009-11-30,2011-09-05,True,35.07692307692308,32.47394540942928,32.17831334813469,True,DOORMAT WELCOME TO OUR HOME,A,Z,AZ
22759,SimpleExponentialSmoothing,0.5876,0.0,365480.4,773.7,93,2009-11-30,2011-09-05,True,134.15384615384616,153.59305210918112,146.1571851138266,False,SET OF 3 NOTEBOOKS IN PARCEL,A,Y,AY
22690,SimpleExponentialSmoothing,0.0,22.57,351038.8,770.0,93,2009-11-30,2011-09-05,True,25.23076923076923,25.0545905707196,25.05459346759841,True,DOORMAT HOME SWEET HOME BLUE,A,Z,AZ
22635,SimpleExponentialSmoothing,0.2501,0.0,31337.3,545.3,93,2009-11-30,2011-09-05,True,9.923076923076923,6.987593052109181,6.753082259013929,True,CHILDS BREAKFAST SET DOLLY GIRL,A,Y,AY
22367,SimpleExponentialSmoothing,0.2717,14.25,286999.6,751.2,93,2009-11-30,2011-09-05,True,42.46153846153846,45.096774193548384,50.40052858531416,False,CHILDRENS APRON SPACEBOY DESIGN,A,X,AX
84375,SimpleExponentialSmoothing,0.2237,83.58,468408.2,796.8,93,2009-11-30,2011-09-05,True,41.0,39.15053763440861,62.157188574361726,False,SET OF 20 KIDS COOKIE CUTTERS,A,Y,AY
22170,SimpleExponentialSmoothing,0.1007,16.32,32845.2,549.6,93,2009-11-30,2011-09-05,True,26.153846153846157,25.38544251447477,23.68246646103325,True,PICTURE FRAME WOOD TRIPLE PORTRAIT,A,Y,AY
22619,SimpleExponentialSmoothing,0.1833,0.36,145320.9,687.9,93,2009-11-30,2011-09-05,True,70.6923076923077,51.01488833746899,46.93966528172429,True,SET OF 6 SOLDIER SKITTLES,A,Y,AY
22333,SimpleExponentialSmoothing,0.0,96.05,1394532.8,898.2,93,2009-11-30,2011-09-05,True,56.92307692307692,55.08933002481389,55.08932678665484,True,RETROSPOT PARTY BAG + STICKER SET,A,Y,AY
85232B,SimpleExponentialSmoothing,0.089,63.47,258661.5,741.6,93,2009-11-30,2011-09-05,True,0.0,33.22580645161291,1.881919647178648,False,SET/3 RUSSIAN DOLL STACKING TINS,A,Z,AZ
21891,SimpleExponentialSmoothing,0.0825,31.66,1310977.7,892.5,93,2009-11-30,2011-09-05,True,174.76923076923077,163.11414392059552,171.73282793828665,True,TRADITIONAL WOODEN SKIPPING ROPE,A,Y,AY
22173,SimpleExponentialSmoothing,0.1215,52.83,284945.7,750.6,93,2009-11-30,2011-09-05,True,33.53846153846154,21.380479735318445,23.759951916314225,True,METAL 4 HOOK HANGER FRENCH CHATEAU,A,Y,AY
22749,SimpleExponentialSmoothing,0.4219,0.0,124364.8,673.4,93,2009-11-30,2011-09-05,True,68.3076923076923,56.21339950372207,60.44316629726224,True,FELTCRAFT PRINCESS CHARLOTTE DOLL,A,Y,AY
84378,SimpleExponentialSmoothing,0.3201,103.47,825781.3,849.5,93,2009-11-30,2011-09-05,True,126.0,111.51861042183624,131.81046022635726,False,SET OF 3 HEART COOKIE CUTTERS,A,Y,AY
21844,SimpleExponentialSmoothing,0.0727,67.2,192675.6,714.2,93,2009-11-30,2011-09-05,True,32.23076923076923,46.685690653432594,34.01173228584806,False,RED RETROSPOT MUG,A,Y,AY
22940,SimpleExponentialSmoothing,0.3667,0.0,239720.1,734.5,93,2009-11-30,2011-09-05,True,35.0,59.22746071133167,36.71453624006198,False,FELTCRAFT CHRISTMAS FAIRY,A,Z,AZ
21094,SimpleExponentialSmoothing,0.0,195.53,3380543.2,980.6,93,2009-11-30,2011-09-05,True,187.46153846153845,103.82630272952854,103.8263301350044,True,SET/6 RED SPOTTY PAPER PLATES,A,Y,AY
22365,SimpleExponentialSmoothing,0.0441,21.34,198222.0,716.8,93,2009-11-30,2011-09-05,True,34.38461538461539,30.950372208436725,29.693205549488347,True,DOORMAT RESPECTABLE HOUSE,A,Z,AZ
22909,SimpleExponentialSmoothing,0.5907,0.0,4323334.7,1003.5,93,2009-11-30,2011-09-05,True,279.15384615384613,385.48717948717945,297.7024087259469,False,SET OF 20 VINTAGE CHRISTMAS NAPKINS,A,Z,AZ
21975,SimpleExponentialSmoothing,0.065,316.42,5438270.0,1024.8,93,2009-11-30,2011-09-05,True,249.53846153846155,196.28287841191064,180.50018830018516,True,PACK OF 60 DINOSAUR CAKE CASES,A,Y,AY
21165,SimpleExponentialSmoothing,0.0,89.96,669859.8,830.0,93,2009-11-30,2011-09-05,True,323.15384615384613,57.899917287014055,57.89995939514905,True,BEWARE OF THE CAT METAL SIGN,A,Y,AY
35970,SimpleExponentialSmoothing,0.5505,0.0,544357.6,810.8,93,2009-11-30,2011-09-05,True,150.76923076923077,294.8635235732009,220.69368330060948,False,ZINC FOLKART SLEIGH BELLS,A,Z,AZ
82582,SimpleExponentialSmoothing,0.0,64.27,295422.3,753.9,93,2009-11-30,2011-09-05,True,82.3076923076923,72.93796526054591,72.93796564926501,True,AREA PATROLLED METAL SIGN,A,Y,AY
22946,SimpleExponentialSmoothing,0.4876,0.0,19964.8,503.3,93,2009-11-30,2011-09-05,True,15.153846153846152,14.846980976013231,14.61430743607884,True,WOODEN ADVENT CALENDAR CREAM,A,Z,AZ
21122,SimpleExponentialSmoothing,0.0,121.74,1344959.8,894.9,93,2009-11-30,2011-09-05,True,44.23076923076923,55.59057071960297,55.590612350065264,False,SET/10 PINK POLKADOT PARTY CANDLES,A,Y,AY
22606,SimpleExponentialSmoothing,0.2467,0.24,56566.8,600.2,93,2009-11-30,2011-09-05,True,1.6923076923076923,9.717948717948715,3.714274112130352,False,WOODEN SKITTLES GARDEN SET,A,Z,AZ
22730,SimpleExponentialSmoothing,0.3383,0.0,107351.2,659.8,93,2009-11-30,2011-09-05,True,46.0,72.10173697270471,44.66904904470531,True,ALARM CLOCK BAKELIKE IVORY,A,Y,AY
21770,SimpleExponentialSmoothing,0.0,26.42,646872.7,826.8,93,2009-11-30,2011-09-05,True,17.692307692307693,18.99255583126551,18.992541653840185,False,OPEN CLOSED METAL SIGN,A,Z,AZ
17003,SimpleExponentialSmoothing,0.0757,379.82,202362743.9,1361.1,93,2009-11-30,2011-09-05,True,312.15384615384613,475.456575682382,348.5535593136905,False,BROCADE RING PURSE,A,Z,AZ
21912,SimpleExponentialSmoothing,0.0,32.96,169557.8,702.3,93,2009-11-30,2011-09-05,True,34.61538461538461,28.234077750206783,28.234076810359934,True,VINTAGE SNAKES & LADDERS,A,Y,AY
